,作答ID,用户ID,用户名,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请选择你的性别,学校以及学院,年级,选择你所在家乡城市,您大学期间是否进行过兼职（包括实习）（）？,您对兼职的态度：,据您观察，兼职的学生学业受影响的程度如何？,是否考虑过找一份兼职？,您认为寻找兼职的困难可能有-兼职信息太少??,您认为寻找兼职的困难可能有-中介机构收费太高,您认为寻找兼职的困难可能有-担心受骗,您认为寻找兼职的困难可能有-选项难以找到心仪的兼职岗位,您认为寻找兼职的困难可能有-其他,您倾向于哪些类型的兼职？-工资高的兼职,您倾向于哪些类型的兼职？-与专业贴近的兼职,您倾向于哪些类型的兼职？-锻炼个人能力的兼职,您倾向于哪些类型的兼职？-自由度高的兼职,您倾向于哪些类型的兼职？-其他,您倾向于何时兼职?,您预期的兼职月薪是？,您未选择去兼职的原因是？-以学业为重,您未选择去兼职的原因是？-没有时间精力,您未选择去兼职的原因是？-有明确的人生规划,您未选择去兼职的原因是？-认为兼职没有意义，得不到锻炼,您未选择去兼职的原因是？-不了解或不感兴趣,您从事过几份兼职？,您曾从事的兼职的类型是-家教,您曾从事的兼职的类型是-校内助教,您曾从事的兼职的类型是-服务行业（含：餐厅、书店等实体店工作）,您曾从事的兼职的类型是-推销代理,您曾从事的兼职的类型是-企业实习?,您曾从事的兼职的类型是-体力劳动,您曾从事的兼职的类型是-其他兼职,您兼职的主要目的-赚取收入,您兼职的主要目的-锻炼能力,您兼职的主要目的-积累工作经验，为就业做准备,您兼职的主要目的-满足个人爱好（旅行、游戏、恋爱等,您兼职的主要目的-充实业余时间?????,您兼职的主要目的-其他,您获得兼职信息的途径：-线下海报或广告,您获得兼职信息的途径：-专门中介机构,您获得兼职信息的途径：-老师或同学介绍,您获得兼职信息的途径：-网络信息?,您获得兼职信息的途径：-主动向招聘方询问,您获得兼职信息的途径：-其他,您倾向于何时兼职?.1,您当时的兼职月薪是？,本题检测是否认真作答，你如何看待大学生就业形势,您有过哪些被骗经历-网络兼职陷阱（刷单、打字、APP试玩点赞等）,您有过哪些被骗经历-中介坑骗,您有过哪些被骗经历-虚假招聘信息,您有过哪些被骗经历-拖欠工资,您有过哪些被骗经历-其他方式被骗,您有过哪些被骗经历-无被骗经历,您受骗后采取的措施是什么,通过兼职您有哪些收获-专业水平,通过兼职您有哪些收获-常用技能,通过兼职您有哪些收获-沟通交流,通过兼职您有哪些收获-人情世故,通过兼职您有哪些收获-忍耐毅力,通过兼职您有哪些收获-职场经验,通过兼职您有哪些收获-其他收获,您的父母对于兼职的态度是什么样的？,校内与校外兼职，您倾向于哪个？,您在寻找校内兼职过程中遇到的困难有？-校内兼职机会少,您在寻找校内兼职过程中遇到的困难有？-校内兼职信息闭塞,您在寻找校内兼职过程中遇到的困难有？-校内兼职报酬低,您在寻找校内兼职过程中遇到的困难有？-没有心仪的兼职岗位,您在寻找校内兼职过程中遇到的困难有？-其他,校园内服务性兼职和科研或助教岗位您倾向于哪一个,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职机会少,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职信息闭塞,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职报酬低,11.3您在寻找校外兼职过程中遇到的困难有？-没有心仪的兼职岗位,11.3您在寻找校外兼职过程中遇到的困难有？-距离、时间等原因,11.3您在寻找校外兼职过程中遇到的困难有？-其他,校园外兼职岗位您倾向于哪一个,是否进行过或者准备进行企业实习？,您获取实习招聘信息的主要途径？（选1?3个）-学校推荐,您获取实习招聘信息的主要途径？（选1?3个）-自己找中介,您获取实习招聘信息的主要途径？（选1?3个）-学姐学长内推,您获取实习招聘信息的主要途径？（选1?3个）-教育机构内推,您获取实习招聘信息的主要途径？（选1?3个）-自己关注企业招聘信息,您获取实习招聘信息的主要途径？（选1?3个）-其他,您的实习时间是多久呢？,对于实习选择来讲，什么是您最看重的呢？,您实习的地点在？,您做实习工作与您的专业相关性是？,您认为您的实习的时间一般多久为宜呢？,对于实习来讲，什么是您相对看重的呢？？,您实习的地点更看重什么呢？,您希望您的实习工作与您的专业相关性是？,您觉得兼职对学业的影响程度是？,经历过兼职之后您对兼职的态度是？,您认为在您从事兼职的过程中受到的待遇是否公平？,您遇到过哪些不公平现象？-分配不均,您遇到过哪些不公平现象？-专业质疑,您遇到过哪些不公平现象？-抢功背锅,您遇到过哪些不公平现象？-加班压榨,您遇到过哪些不公平现象？-刁难排挤???,您遇到过哪些不公平现象？-其他不公平现象,您遇到的兼职单位对大学生有些哪要求-性别要求,您遇到的兼职单位对大学生有些哪要求-专业要求,您遇到的兼职单位对大学生有些哪要求-技能要求?,您遇到的兼职单位对大学生有些哪要求-院校要求,您遇到的兼职单位对大学生有些哪要求-地区要求,您遇到的兼职单位对大学生有些哪要求-民族要求,您遇到的兼职单位对大学生有些哪要求-外貌要求,您遇到的兼职单位对大学生有些哪要求-其他要求,您认为兼职对以后的职业选择是否有帮助？,兼职后，对于以后职业选择的方向是,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供很多兼职信息??,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-设立了专门机构，规范校内外兼职招聘市场?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮助学生维护合法权益?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供许多校内的兼职岗位,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮忙联系实习单位?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-不了解,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-其他,在您看来，您的大学着重培养学生哪些方面的能力？-逻辑思维,在您看来，您的大学着重培养学生哪些方面的能力？-提升眼界,在您看来，您的大学着重培养学生哪些方面的能力？-专业知识,在您看来，您的大学着重培养学生哪些方面的能力？-专业技能应用,在您看来，您的大学着重培养学生哪些方面的能力？-德智体美劳全面发展,在您看来，您的大学着重培养学生哪些方面的能力？-其他能力,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业理论扎实,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业技能丰富,在您看来，招聘单位通常更青睐具备哪些特点的人才？-涉猎专业多元,在您看来，招聘单位通常更青睐具备哪些特点的人才？-较强的应变能力,您对未来工作的期望：
33,MDPxKylM,G7Xk62OM,丹*朝阳,2022-2-17 12:09,2022-2-17 12:15,393,1,NriUJr,大学生兼职调查,27.27.1.198,111.395707,31.395884,湖北省,襄阳市,TABLET,iOS,Apple WebKit,375px*667px,,女,中南民族大学教育学院,研一,湖北省，襄阳市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,周末,500元及以下,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,1,1,1,1,1,1,0,中立,校内,1,1,1,1,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,1,0,0,0,一到二个月,与专业的相关性,学校所在城市,密切密切,,,,,5,4,存在较多不公平现象,1,0,0,1,0,0,0,1,1,1,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,满足自我实现需要（激发潜能，实现自己的价值）
34,M1KA90OL,G7Xo4ArM,cdm****DkuT2,2022-2-17 12:06,2022-2-17 12:10,215,1,NriUJr,大学生兼职调查,117.29.246.165,117.355397,24.233369,福建省,漳州市,MOBILE,Android,weixin,393px*873px,,女,福建农林大学,研二,福建省，福州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,节假日,501-1000元,非常不满意,0,0,0,0,0,1,,1,0,1,0,0,0,0,支持,校内,1,0,0,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,5,5,存在较少不公平现象,,,,,,,0,1,1,1,1,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
35,M9X0PPre,kMrn1m0M,十*,2022-2-17 12:02,2022-2-17 12:05,176,1,NriUJr,大学生兼职调查,116.113.2.148,111.74907,40.81762,内蒙古自治区,呼和浩特市,COMPUTER,Windows,Chrome,1494px*934px,,女,内蒙古师范大学物理与电子信息学院,大一,内蒙古自治区，呼和浩特市,否,非常赞同,1,有过,0,0,1,0,0,0,1,1,0,0,寒暑假,1001?2000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
36,Mr5nOwpe,pLz3Kw1e,cdm****yPXh4,2022-2-17 12:01,2022-2-17 12:04,189,1,NriUJr,大学生兼职调查,42.90.204.214,103.134233,36.96701,甘肃省,武威市,MOBILE,Android,weixin,360px*780px,,男,甘肃农业大学管理学院,大三,甘肃省，兰州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,寒暑假,2001-3000 元,非常不满意,1,0,1,1,0,0,向相关部门投诉,0,1,1,1,0,1,0,支持,校外,,,,,,,0,1,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,大于六个月,与专业的相关性,一线城市,密切密切,7,7,公平,,,,,,,1,1,1,1,0,1,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
37,LVJrz9bL,5M2A6RAe,cdm****oek9r,2022-2-17 11:53,2022-2-17 11:57,248,1,NriUJr,大学生兼职调查,111.41.214.202,124.888959,48.477935,黑龙江省,齐齐哈尔市,MOBILE,Android,weixin,360px*780px,,男,燕山大学体育学院,研三,黑龙江省，齐齐哈尔市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,周末,501-1000元,非常不满意,1,1,1,1,0,0,诉诸法律,1,1,1,1,1,1,0,支持,校内,1,1,1,1,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,1,1,0,0,0,大于六个月,实习条件和薪资待遇,一线城市,密切密切,,,,,7,7,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
38,e5yNgnVe,qM6PgJvL,cdm****L6lUl,2022-2-16 18:10,2022-2-16 18:12,126,1,NriUJr,大学生兼职调查,112.22.156.116,116.578192,34.69601,江苏省,徐州市,MOBILE,Android,weixin,360px*803px,,女,河南科技大学电气工程学院,大一,江苏省，徐州市,否,无所谓,4,有过,1,0,1,0,0,0,0,0,1,0,寒暑假,501-1000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
39,7qXdb02M,2MdoJwNe,cdm****D3RuB,2022-2-16 17:55,2022-2-16 17:59,192,1,NriUJr,大学生兼职调查,111.18.167.42,107.744064,34.271175,陕西省,宝鸡市,MOBILE,Android,weixin,393px*873px,,女,西北政法大学经济学院,大三,陕西省，宝鸡市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,节假日,500元及以下,非常不满意,1,0,0,0,1,0,向相关部门投诉,1,1,0,1,0,0,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,可以留用,其他城市,密切密切,5,5,存在较多不公平现象,1,0,1,1,1,0,0,1,0,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,满足安全需要（工作稳定，很少有焦虑）
40,7lO80QpM,ve8AGOXM,?*,2022-2-16 17:44,2022-2-16 17:49,298,1,NriUJr,大学生兼职调查,111.227.141.46,119.63186,39.95395,河北省,秦皇岛市,COMPUTER,Windows,Chrome,1549px*872px,,男,塔里木大学信息工程学院,大二,河北省，秦皇岛市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,工作日,501-1000元,非常不满意,0,0,1,0,0,0,忍气吞声，自认倒霉,0,0,1,0,1,1,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,四到六个月,与专业的相关性,一线城市,密切密切,7,5,存在较少不公平现象,,,,,,,0,0,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
41,7KvO91kM,37Kyd6Qe,cdm****UinuE,2022-2-16 17:37,2022-2-16 17:39,131,1,NriUJr,大学生兼职调查,1.81.219.3,107.024836,33.084035,陕西省,汉中市,MOBILE,Android,weixin,360px*780px,,女,西北政法大学,大三,陕西省，汉中市,否,推荐,3,有过,0,0,1,1,0,1,1,1,1,0,周末,1001?2000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
42,eyPbaKPL,xMoVJ5Oe,cdm****qTavU,2022-2-16 17:24,2022-2-16 17:32,488,1,NriUJr,大学生兼职调查,36.28.28.196,120.6045383,29.9947228,浙江省,绍兴市,MOBILE,iOS,weixin,390px*844px,,男,浙江师范大学地理与环境科学学院,研二,浙江省，绍兴市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,寒暑假,501-1000元,非常不满意,0,0,0,0,0,1,,0,1,1,1,0,0,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,0,0,0,0,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,,,,,6,6,存在较少不公平现象,,,,,,,0,0,1,1,0,0,0,0,很有帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
43,eyPbaanL,KLOnrJ47,cdm****vtT0k,2022-2-16 17:26,2022-2-16 17:31,303,1,NriUJr,大学生兼职调查,36.23.68.127,115.399288,37.35025,河北省,邢台市,MOBILE,Android,weixin,360px*780px,,女,河北医科大学基础医学院,大三,河北省，邢台市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,寒暑假,500元及以下,非常不满意,0,0,0,0,0,1,,0,1,0,0,1,0,0,支持,校外,,,,,,,0,0,0,1,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,3,5,存在较少不公平现象,,,,,,,0,0,1,1,0,0,0,0,基本没有帮助,,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,受到尊重（工作体面有尊严
44,LOyO1ONM,37KDEaKL,cdm****IVWpj,2022-2-16 17:22,2022-2-16 17:24,152,1,NriUJr,大学生兼职调查,182.124.181.65,114.27586,36.113644,河南省,安阳市,MOBILE,Android,Chrome,393px*851px,,女,河南师范大学  文化传媒学院,大二,河南省，郑州市,是,,,,,,,,,,,,,,,,,,,,,1份,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,周末,1001?2000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,1,1,0,1,0,0,0,中立,校外,,,,,,,0,1,0,1,0,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,一线城市,较多联系,6,5,公平,,,,,,,0,1,1,0,0,0,0,0,很有帮助,正式职业不会选择少数做过的兼职,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
45,eyPba6GL,5M2Bzv8M,cdm****Al2Hc,2022-2-16 17:15,2022-2-16 17:20,291,1,NriUJr,大学生兼职调查,117.135.86.61,121.427621,31.407261,上海市,市辖区,MOBILE,Android,weixin,360px*800px,,女,上海师范大学影视传媒学院,大二,上海市，市辖区,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,寒暑假,1001?2000元,非常不满意,0,0,1,0,1,0,忍气吞声，自认倒霉,0,0,1,1,0,0,0,中立,校内,1,0,1,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,家乡城市,较多联系,5,3,公平,,,,,,,0,1,1,0,0,0,0,1,有一点帮助,正式职业不会选择少数做过的兼职,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
46,en9gGYRL,5Lw52pnM,cdm****YKDhC,2022-2-16 17:08,2022-2-16 17:16,476,1,NriUJr,大学生兼职调查,113.117.143.130,113.319,22.42246,广东省,中山市,MOBILE,Android,Chrome,360px*640px,,男,广州大学人文学院,大三,广东省，阳江市,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,0,1,1,0,1,1,0,支持,校外,,,,,,,0,0,0,1,1,1,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,四到六个月,实习条件和薪资待遇,家乡城市,较多联系,5,6,存在较少不公平现象,,,,,,,1,0,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,受到尊重（工作体面有尊严
47,7KvO92nM,5LwV6Pp7,cdm****bqLOP,2022-2-16 17:09,2022-2-16 17:13,273,1,NriUJr,大学生兼职调查,111.85.8.56,105.28024,27.30005,贵州省,毕节市,COMPUTER,Windows,Chrome,1536px*864px,,女,贵州医科大学 药学院,大二,贵州省，贵阳市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,寒暑假,3001?5000元,非常不满意,1,0,1,0,0,0,忍气吞声，自认倒霉,0,0,1,1,1,0,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,学校所在城市,较多联系,6,6,存在较少不公平现象,,,,,,,1,0,1,0,0,0,1,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,满足安全需要（工作稳定，很少有焦虑）
48,7aQnlA67,ve82AGg7,cdm****p2PUZ,2022-2-16 17:09,2022-2-16 17:12,144,1,NriUJr,大学生兼职调查,120.243.44.36,115.78459,33.811037,安徽省,亳州市,MOBILE,Android,weixin,360px*780px,,女,安徽建筑大学数理学院,大三,安徽省，亳州市,否,推荐,2,有过,1,0,1,1,0,0,1,1,0,0,寒暑假,1001?2000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,满足安全需要（工作稳定，很少有焦虑）
49,7XAkqYrL,9LQm1yQL,cdm****ZMjtT,2022-2-16 17:08,2022-2-16 17:11,189,1,NriUJr,大学生兼职调查,182.244.120.75,101.24854,26.190216,云南省,楚雄彝族自治州,MOBILE,Android,Chrome,360px*800px,,女,云南师范大学职教学院,大一,云南省，楚雄彝族自治州,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,寒暑假,1001?2000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,1,1,0,0,1,0,支持,校外,,,,,,,1,0,0,1,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,5,5,存在较少不公平现象,,,,,,,1,1,1,1,0,0,1,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
50,7YpQgm8M,DMxwlG5e,cdm****rq5ig,2022-2-16 17:01,2022-2-16 17:07,372,1,NriUJr,大学生兼职调查,112.96.112.94,113.296809,22.389617,广东省,中山市,MOBILE,Android,weixin,360px*748px,,男,深圳大学经济学院,大二,广东省，茂名市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,1,1,1,0,1,1,0,支持,校外,,,,,,,0,0,1,1,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,家乡城市,较多联系,6,7,存在较少不公平现象,,,,,,,0,0,1,0,0,0,0,1,很有帮助,正式职业不会选择绝大多数做过的兼职,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
51,7lO80NpM,5LmxY547,卢*平,2022-2-16 17:02,2022-2-16 17:04,169,1,NriUJr,大学生兼职调查,220.161.18.39,117.1872635,24.3788929,福建省,漳州市,MOBILE,iOS,weixin,375px*667px,,女,福建师范大学,大一,福建省，漳州市,是,,,,,,,,,,,,,,,,,,,,,1份,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,寒暑假,5000元以上,非常不满意,1,1,1,0,0,0,向相关部门投诉,1,1,1,1,1,1,0,支持,校内,1,1,1,1,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,进行过,1,0,1,0,1,0,一个月,与专业的相关性,学校所在城市,密切密切,,,,,7,7,公平,,,,,,,0,1,1,0,1,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
52,epD4x5Xe,G7XAG1jL,q**q**,2022-2-16 16:54,2022-2-16 16:59,291,1,NriUJr,大学生兼职调查,175.170.228.23,121.584412,38.934495,辽宁省,大连市,MOBILE,Android,Chrome,360px*800px,,女,东北财经大学统计学院,大四,辽宁省，大连市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,1,0,0,1,0,0,支持,校外,,,,,,,1,1,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,家乡城市,较多联系,6,4,无所谓,,,,,,,0,1,1,1,0,0,0,0,基本没有帮助,,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
53,MJnO0gJM,yev0zkV7,cdm****g2mAQ,2022-2-16 16:55,2022-2-16 16:59,212,1,NriUJr,大学生兼职调查,223.68.45.252,118.795229,34.12637,江苏省,宿迁市,MOBILE,Android,weixin,360px*760px,,女,江苏师范大学 教育科学学院,大四,江苏省，宿迁市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,0,1,1,1,0,0,0,支持,校外,,,,,,,1,0,0,0,1,0,时间短暂来钱快上手快的兼职,进行过,1,0,1,0,1,0,二到四个月,实习条件和薪资待遇,学校所在城市,密切密切,,,,,6,7,无所谓,,,,,,,1,1,1,0,0,0,0,0,很有帮助,正式职业不会选择少数做过的兼职,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
54,Mx2zA9KL,Jekj9akL,Yo***n.,2022-2-16 16:55,2022-2-16 16:59,214,1,NriUJr,大学生兼职调查,223.74.124.85,116.708179,23.387067,广东省,汕头市,MOBILE,Android,weixin,360px*640px,,女,南方医科大学中医药学院,大二,广东省，汕头市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,工作日,500元及以下,非常不满意,0,0,0,0,0,1,,1,1,1,1,1,1,0,中立,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,一线城市,较多联系,5,5,存在较多不公平现象,1,0,1,1,0,0,1,1,1,0,0,1,1,1,很有帮助,正式职业之外可以继续保持该兼职,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
55,7BGOZj1L,aMgOZQlM,m,2022-2-16 16:53,2022-2-16 16:57,223,1,NriUJr,大学生兼职调查,117.190.177.199,75.985231,39.45448,新疆维吾尔自治区,喀什地区,MOBILE,Android,weixin,360px*780px,,女,鲁东大学外国语学院,大三,新疆维吾尔自治区，喀什地区,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,寒暑假,501-1000元,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,1,0,中立,校外,,,,,,,0,0,1,1,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,公司层次和品牌形象,学校所在城市,较多联系,4,4,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,基本没有帮助,,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,受到尊重（工作体面有尊严
56,7YpQgAxM,0ey6XG9M,cdm****WPLcK,2022-2-16 16:53,2022-2-16 16:54,87,1,NriUJr,大学生兼职调查,39.155.19.244,119.345781,42.304699,内蒙古自治区,赤峰市,MOBILE,Android,weixin,360px*800px,,女,吉林师范大学,大二,内蒙古自治区，通辽市,否,推荐,5,有过,1,1,1,1,1,1,1,1,1,1,节假日,1001?2000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,受到尊重（工作体面有尊严
