,作答ID,用户ID,用户名,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请选择你的性别,学校以及学院,年级,选择你所在家乡城市,您大学期间是否进行过兼职（包括实习）（）？,您对兼职的态度：,据您观察，兼职的学生学业受影响的程度如何？,是否考虑过找一份兼职？,您认为寻找兼职的困难可能有-兼职信息太少??,您认为寻找兼职的困难可能有-中介机构收费太高,您认为寻找兼职的困难可能有-担心受骗,您认为寻找兼职的困难可能有-选项难以找到心仪的兼职岗位,您认为寻找兼职的困难可能有-其他,您倾向于哪些类型的兼职？-工资高的兼职,您倾向于哪些类型的兼职？-与专业贴近的兼职,您倾向于哪些类型的兼职？-锻炼个人能力的兼职,您倾向于哪些类型的兼职？-自由度高的兼职,您倾向于哪些类型的兼职？-其他,您倾向于何时兼职?,您预期的兼职月薪是？,您未选择去兼职的原因是？-以学业为重,您未选择去兼职的原因是？-没有时间精力,您未选择去兼职的原因是？-有明确的人生规划,您未选择去兼职的原因是？-认为兼职没有意义，得不到锻炼,您未选择去兼职的原因是？-不了解或不感兴趣,您从事过几份兼职？,您曾从事的兼职的类型是-家教,您曾从事的兼职的类型是-校内助教,您曾从事的兼职的类型是-服务行业（含：餐厅、书店等实体店工作）,您曾从事的兼职的类型是-推销代理,您曾从事的兼职的类型是-企业实习?,您曾从事的兼职的类型是-体力劳动,您曾从事的兼职的类型是-其他兼职,您兼职的主要目的-赚取收入,您兼职的主要目的-锻炼能力,您兼职的主要目的-积累工作经验，为就业做准备,您兼职的主要目的-满足个人爱好（旅行、游戏、恋爱等,您兼职的主要目的-充实业余时间?????,您兼职的主要目的-其他,您获得兼职信息的途径：-线下海报或广告,您获得兼职信息的途径：-专门中介机构,您获得兼职信息的途径：-老师或同学介绍,您获得兼职信息的途径：-网络信息?,您获得兼职信息的途径：-主动向招聘方询问,您获得兼职信息的途径：-其他,您倾向于何时兼职?.1,您当时的兼职月薪是？,本题检测是否认真作答，你如何看待大学生就业形势,您有过哪些被骗经历-网络兼职陷阱（刷单、打字、APP试玩点赞等）,您有过哪些被骗经历-中介坑骗,您有过哪些被骗经历-虚假招聘信息,您有过哪些被骗经历-拖欠工资,您有过哪些被骗经历-其他方式被骗,您有过哪些被骗经历-无被骗经历,您受骗后采取的措施是什么,通过兼职您有哪些收获-专业水平,通过兼职您有哪些收获-常用技能,通过兼职您有哪些收获-沟通交流,通过兼职您有哪些收获-人情世故,通过兼职您有哪些收获-忍耐毅力,通过兼职您有哪些收获-职场经验,通过兼职您有哪些收获-其他收获,您的父母对于兼职的态度是什么样的？,校内与校外兼职，您倾向于哪个？,您在寻找校内兼职过程中遇到的困难有？-校内兼职机会少,您在寻找校内兼职过程中遇到的困难有？-校内兼职信息闭塞,您在寻找校内兼职过程中遇到的困难有？-校内兼职报酬低,您在寻找校内兼职过程中遇到的困难有？-没有心仪的兼职岗位,您在寻找校内兼职过程中遇到的困难有？-其他,校园内服务性兼职和科研或助教岗位您倾向于哪一个,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职机会少,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职信息闭塞,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职报酬低,11.3您在寻找校外兼职过程中遇到的困难有？-没有心仪的兼职岗位,11.3您在寻找校外兼职过程中遇到的困难有？-距离、时间等原因,11.3您在寻找校外兼职过程中遇到的困难有？-其他,校园外兼职岗位您倾向于哪一个,是否进行过或者准备进行企业实习？,您获取实习招聘信息的主要途径？（选1?3个）-学校推荐,您获取实习招聘信息的主要途径？（选1?3个）-自己找中介,您获取实习招聘信息的主要途径？（选1?3个）-学姐学长内推,您获取实习招聘信息的主要途径？（选1?3个）-教育机构内推,您获取实习招聘信息的主要途径？（选1?3个）-自己关注企业招聘信息,您获取实习招聘信息的主要途径？（选1?3个）-其他,您的实习时间是多久呢？,对于实习选择来讲，什么是您最看重的呢？,您实习的地点在？,您做实习工作与您的专业相关性是？,您认为您的实习的时间一般多久为宜呢？,对于实习来讲，什么是您相对看重的呢？？,您实习的地点更看重什么呢？,您希望您的实习工作与您的专业相关性是？,您觉得兼职对学业的影响程度是？,经历过兼职之后您对兼职的态度是？,您认为在您从事兼职的过程中受到的待遇是否公平？,您遇到过哪些不公平现象？-分配不均,您遇到过哪些不公平现象？-专业质疑,您遇到过哪些不公平现象？-抢功背锅,您遇到过哪些不公平现象？-加班压榨,您遇到过哪些不公平现象？-刁难排挤???,您遇到过哪些不公平现象？-其他不公平现象,您遇到的兼职单位对大学生有些哪要求-性别要求,您遇到的兼职单位对大学生有些哪要求-专业要求,您遇到的兼职单位对大学生有些哪要求-技能要求?,您遇到的兼职单位对大学生有些哪要求-院校要求,您遇到的兼职单位对大学生有些哪要求-地区要求,您遇到的兼职单位对大学生有些哪要求-民族要求,您遇到的兼职单位对大学生有些哪要求-外貌要求,您遇到的兼职单位对大学生有些哪要求-其他要求,您认为兼职对以后的职业选择是否有帮助？,兼职后，对于以后职业选择的方向是,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供很多兼职信息??,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-设立了专门机构，规范校内外兼职招聘市场?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮助学生维护合法权益?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供许多校内的兼职岗位,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮忙联系实习单位?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-不了解,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-其他,在您看来，您的大学着重培养学生哪些方面的能力？-逻辑思维,在您看来，您的大学着重培养学生哪些方面的能力？-提升眼界,在您看来，您的大学着重培养学生哪些方面的能力？-专业知识,在您看来，您的大学着重培养学生哪些方面的能力？-专业技能应用,在您看来，您的大学着重培养学生哪些方面的能力？-德智体美劳全面发展,在您看来，您的大学着重培养学生哪些方面的能力？-其他能力,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业理论扎实,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业技能丰富,在您看来，招聘单位通常更青睐具备哪些特点的人才？-涉猎专业多元,在您看来，招聘单位通常更青睐具备哪些特点的人才？-较强的应变能力,您对未来工作的期望：
356,MJnOQn3M,J7qz4EGL,cdm****EFyNM,2022-2-16 14:17,2022-2-16 14:20,219,1,NriUJr,大学生兼职调查,111.227.17.82,118.145857,39.638398,河北省,4,MOBILE,iOS,Apple WebKit,414px*896px,,女,3,5,河北省，唐山市,是,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,节假日,500元及以下,非常不满意,0,0,0,0,1,0,忍气吞声，自认倒霉,0,0,1,0,0,0,0,1,校内,1,1,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,一线城市,密切密切,5,5,公平,,,,,,,0,0,0,0,0,0,0,1,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,受到尊重（工作体面有尊严
357,ev9lX93L,z7lY64LQ,叶*俊,2022-2-16 14:16,2022-2-16 14:20,241,1,NriUJr,大学生兼职调查,36.28.172.67,120.4052997,30.4552799,浙江省,3,MOBILE,iOS,weixin,390px*844px,,男,1,6,浙江省，杭州市,是,,,,,,,,,,,,,,,,,,,,,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,周末,501-1000元,非常不满意,1,0,1,0,0,0,忍气吞声，自认倒霉,0,0,1,1,0,0,0,1,校内,1,0,0,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,一线城市,密切密切,4,5,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,满足自我实现需要（激发潜能，实现自己的价值）
358,e5yNGyVe,5LmWR3DM,cdm****tBcFP,2022-2-16 14:16,2022-2-16 14:20,218,1,NriUJr,大学生兼职调查,182.243.193.110,103.8022676,25.4944078,云南省,5,MOBILE,iOS,weixin,390px*844px,,女,3,2,云南省，曲靖市,是,,,,,,,,,,,,,,,,,,,,,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,周末,501-1000元,非常不满意,1,0,1,0,0,0,忍气吞声，自认倒霉,0,1,0,0,0,0,1,0,校外,,,,,,,1,0,1,1,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,大于六个月,实习条件和薪资待遇,一线城市,较多联系,5,5,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,满足安全需要（工作稳定，很少有焦虑）
359,7lO8RO2M,BMD84lkM,cdm****4o1pY,2022-2-16 14:10,2022-2-16 14:19,550,1,NriUJr,大学生兼职调查,39.162.228.223,115.31564,34.09272,河南省,4,COMPUTER,Windows,Chrome,1536px*864px,,女,1,4,河南省，郑州市,是,,,,,,,,,,,,,,,,,,,,,3,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,周末,501-1000元,非常不满意,0,1,0,1,0,0,向相关部门投诉,1,0,1,0,0,1,0,1,校外,,,,,,,0,1,1,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,学校所在城市,较多联系,5,6,存在较少不公平现象,,,,,,,0,1,0,0,1,0,0,0,很有帮助,正式职业不会选择绝大多数做过的兼职,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,满足自我实现需要（激发潜能，实现自己的价值）
360,7aQnzQb7,yevXqGQ7,cdm****9wPPW,2022-2-16 14:17,2022-2-16 14:19,117,1,NriUJr,大学生兼职调查,111.25.135.148,123.508205,43.509631,吉林省,6,MOBILE,Android,weixin,320px*664px,,女,2,3,吉林省，四平市,是,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,周末,500元及以下,非常不满意,0,1,0,0,0,0,忍气吞声，自认倒霉,0,0,0,1,0,0,0,0,校内,1,0,0,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一个月,与专业的相关性,学校所在城市,密切密切,4,6,公平,,,,,,,1,1,1,1,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,满足自我实现需要（激发潜能，实现自己的价值）
361,7j9QR9KM,J7BGGRzL,希*,2022-2-16 13:56,2022-2-16 14:19,1344,1,NriUJr,大学生兼职调查,112.224.129.247,117.317007,36.128068,山东省,4,MOBILE,Android,weixin,360px*780px,,女,3,3,山东省，泰安市,是,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,节假日,500元及以下,非常不满意,1,0,0,0,0,0,向相关部门投诉,1,0,1,0,0,0,0,0,校内,1,1,1,1,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,家乡城市,较多联系,4,5,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
362,MdP1oPAM,5LmxGAn7,cdm****pth9w,2022-2-16 14:15,2022-2-16 14:19,208,1,NriUJr,大学生兼职调查,112.96.115.25,113.0014822,28.1931259,湖南省,2,MOBILE,iOS,weixin,375px*812px,,女,3,4,湖南省，长沙市,是,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,周末,2001-3000 元,非常不满意,0,0,0,0,0,1,,1,1,1,1,1,1,0,1,校内,0,1,1,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,5,6,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
363,M28AG8OL,aMgByVJe,cdm****rSDjA,2022-2-16 14:14,2022-2-16 14:19,287,1,NriUJr,大学生兼职调查,39.144.215.191,101.75003,36.635783,青海省,5,MOBILE,Android,weixin,360px*800px,,男,2,6,山西省，临汾市,是,,,,,,,,,,,,,,,,,,,,,3,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,寒暑假,1001?2000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,1,1,0,0,1,0,1,校外,,,,,,,0,1,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,1,1,0,0,一个月,实习条件和薪资待遇,其他城市,较多联系,,,,,5,3,存在较多不公平现象,1,0,1,1,0,0,0,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
364,M1KA5KyL,nePxZ4ne,^*^,2022-2-16 14:14,2022-2-16 14:17,217,1,NriUJr,大学生兼职调查,223.104.65.121,112.591469,22.377505,广东省,4,MOBILE,Android,weixin,360px*780px,,女,2,4,广东省，江门市,是,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,周末,500元及以下,非常不满意,0,0,0,0,0,1,,0,0,0,0,1,0,1,1,校内,1,1,0,1,0,助教、科研、实验室助手等?,,,,,,,,进行过,0,0,0,0,1,0,二到四个月,可以给出实习证明即可,一线城市,较少联系,,,,,5,6,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
365,ebqmRkXL,0eyky1B7,cdm****Jo4H2,2022-2-16 14:10,2022-2-16 14:17,430,1,NriUJr,大学生兼职调查,222.168.184.97,124.801201,43.496426,吉林省,3,MOBILE,Android,weixin,360px*800px,,女,2,4,吉林省，长春市,是,,,,,,,,,,,,,,,,,,,,,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,1,0,1,1,0,0,0,1,校外,,,,,,,0,0,1,0,1,0,时间短暂来钱快上手快的兼职,进行过,1,0,0,1,0,0,二到四个月,实习条件和薪资待遇,一线城市,较多联系,,,,,6,6,存在较少不公平现象,,,,,,,0,0,1,0,1,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,满足自我实现需要（激发潜能，实现自己的价值）
366,MDPx1nQM,oe4Q0KDM,逢*必过,2022-2-16 14:13,2022-2-16 14:17,207,1,NriUJr,大学生兼职调查,171.105.11.120,109.391275,24.279529,广西壮族自治区,4,MOBILE,Android,weixin,360px*780px,,女,1,2,广西壮族自治区，柳州市,是,,,,,,,,,,,,,,,,,,,,,3,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,周末,501-1000元,非常不满意,0,0,0,0,1,0,向相关部门投诉,0,0,1,1,0,0,0,1,校内,0,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,四到六个月,实习条件和薪资待遇,家乡城市,较多联系,4,5,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
367,eP2O48d7,z7AVDwyL,cdm****x60Kv,2022-2-16 14:07,2022-2-16 14:16,544,1,NriUJr,大学生兼职调查,119.123.128.83,114.06031,22.72174,广东省,1,COMPUTER,Windows,weixin,1440px*900px,,女,3,3,湖北省，武汉市,是,,,,,,,,,,,,,,,,,,,,,3,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,周末,501-1000元,非常不满意,0,0,1,0,0,0,寻求家长、老师帮助,0,0,1,1,1,1,0,1,校外,,,,,,,0,0,1,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,1,0,1,0,一到二个月,与专业的相关性,学校所在城市,较多联系,,,,,7,7,公平,,,,,,,0,1,1,0,1,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
369,LVJrNGRL,yevzKKVe,何*解忧,2022-2-16 14:12,2022-2-16 14:16,245,1,NriUJr,大学生兼职调查,111.72.122.82,115.32028,27.5635,江西省,5,MOBILE,Android,Chrome,360px*780px,,女,1,3,江西省，吉安市,是,,,,,,,,,,,,,,,,,,,,,3,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,寒暑假,3001?5000元,非常不满意,0,0,0,0,0,1,,0,1,1,0,0,0,0,1,校外,,,,,,,1,1,1,1,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,4,6,存在较多不公平现象,1,0,0,0,0,0,1,1,0,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,受到尊重（工作体面有尊严
370,eEKAYn97,ve82G5r7,北*不夏,2022-2-16 14:09,2022-2-16 14:16,418,1,NriUJr,大学生兼职调查,223.66.227.221,120.724295,32.161794,江苏省,3,MOBILE,Android,weixin,360px*800px,,女,1,2,江苏省，南通市,是,,,,,,,,,,,,,,,,,,,,,3,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,寒暑假,2001-3000 元,非常不满意,1,0,1,0,0,0,忍气吞声，自认倒霉,0,1,1,1,1,0,0,0,校内,1,0,0,0,1,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,一线城市,较多联系,3,4,存在较少不公平现象,,,,,,,1,0,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,受到尊重（工作体面有尊严
371,Mx2zwZrL,G7Xk0RjM,小*子,2022-2-16 14:10,2022-2-16 14:15,259,1,NriUJr,大学生兼职调查,61.158.147.130,116.175385,34.255924,河南省,4,MOBILE,Android,weixin,360px*800px,,男,3,2,河南省，商丘市,是,,,,,,,,,,,,,,,,,,,,,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,寒暑假,3001?5000元,非常不满意,1,0,0,1,0,0,向相关部门投诉,1,1,0,0,0,1,0,1,校外,,,,,,,0,0,1,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,学校所在城市,密切密切,7,6,存在较少不公平现象,,,,,,,1,1,0,0,0,1,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
372,MdP1oEAM,QL0Kz0J7,cdm****ooCds,2022-2-16 14:08,2022-2-16 14:14,372,1,NriUJr,大学生兼职调查,223.104.66.225,110.364519,20.998866,广东省,4,MOBILE,Android,weixin,393px*851px,,女,3,3,广西壮族自治区，梧州市,是,,,,,,,,,,,,,,,,,,,,,3,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,工作日,2001-3000 元,非常不满意,1,0,0,1,0,0,向相关部门投诉,0,1,0,1,0,1,0,0,校内,1,0,1,0,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,准备进行,,,,,,,,,,,一到二个月,可以给出实习证明即可,学校所在城市,较多联系,6,5,公平,,,,,,,1,1,0,1,0,0,0,0,很有帮助,正式职业之外可以继续保持该兼职,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
373,7qXdRO6M,kM1Rzm27,cdm****e3hyz,2022-2-16 14:08,2022-2-16 14:14,358,1,NriUJr,大学生兼职调查,183.46.45.131,110.335421,21.001447,广东省,4,MOBILE,Android,weixin,360px*803px,,男,2,4,广东省，珠海市,是,,,,,,,,,,,,,,,,,,,,,3,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,工作日,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,1,1,0,1,0,0,1,校内,0,1,0,1,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,一线城市,较多联系,6,7,存在较少不公平现象,,,,,,,1,1,1,0,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,满足安全需要（工作稳定，很少有焦虑）
374,e8YAqpxM,27azaJbL,cdm****FxNNW,2022-2-16 14:08,2022-2-16 14:13,284,1,NriUJr,大学生兼职调查,1.80.175.43,109.192404,34.3752,陕西省,2,MOBILE,iOS,Apple WebKit,414px*896px,,女,3,2,陕西省，西安市,是,,,,,,,,,,,,,,,,,,,,,6,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,寒暑假,2001-3000 元,非常不满意,1,0,1,0,0,0,向相关部门投诉,1,1,1,1,1,1,0,0,校外,,,,,,,1,1,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,学校所在城市,密切密切,6,6,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
375,eyPb6AQL,Jekj61kL,cdm****NqjR7,2022-2-16 14:06,2022-2-16 14:13,390,1,NriUJr,大学生兼职调查,223.104.66.230,110.364519,20.998866,广东省,4,MOBILE,Android,weixin,393px*851px,,女,1,2,广西壮族自治区，桂林市,是,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,1,1,0,0,1,0,0,1,校内,0,1,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,一线城市,密切密切,7,6,公平,,,,,,,0,1,1,1,0,0,0,0,很有帮助,正式职业之外可以继续保持该兼职,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,受到尊重（工作体面有尊严
376,LQ8maEA7,5Lw0242e,cdm****0KXNY,2022-2-16 14:06,2022-2-16 14:13,386,1,NriUJr,大学生兼职调查,14.150.52.28,110.335421,21.001447,广东省,4,MOBILE,Android,weixin,360px*803px,,男,2,3,广东省，潮州市,是,,,,,,,,,,,,,,,,,,,,,3,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,周末,2001-3000 元,非常不满意,0,0,0,0,0,1,,1,0,1,0,1,0,0,1,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,一线城市,较多联系,6,7,公平,,,,,,,0,1,1,0,0,0,0,0,很有帮助,正式职业之外可以继续保持该兼职,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
377,Mr5nJ2Ye,WLGranE7,阿*的鹿,2022-2-16 14:07,2022-2-16 14:13,373,1,NriUJr,大学生兼职调查,183.197.195.139,114.543026,39.788693,河北省,5,MOBILE,Android,weixin,393px*873px,,女,2,4,河北省，张家口市,是,,,,,,,,,,,,,,,,,,,,,6,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,寒暑假,501-1000元,非常不满意,1,0,1,0,0,0,忍气吞声，自认倒霉,0,1,1,1,1,0,0,0,校内,1,1,1,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,5,6,存在较少不公平现象,,,,,,,1,1,1,0,0,0,0,1,有一点帮助,正式职业不会选择少数做过的兼职,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,满足安全需要（工作稳定，很少有焦虑）
378,ebqmDvnL,WMR6YoxM,cdm****OSCEo,2022-2-16 14:09,2022-2-16 14:12,174,1,NriUJr,大学生兼职调查,39.144.168.56,115.984439,28.636753,江西省,3,MOBILE,Android,weixin,360px*780px,,男,2,1,江西省，南昌市,是,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,寒暑假,501-1000元,非常不满意,0,0,0,0,0,1,,1,1,1,1,1,0,0,1,校外,,,,,,,1,1,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,可以留用,家乡城市,密切密切,6,6,公平,,,,,,,1,1,1,0,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,满足自我实现需要（激发潜能，实现自己的价值）
379,eEKADyJ7,z7lVlpJe,cdm****cklJv,2022-2-16 14:06,2022-2-16 14:11,329,1,NriUJr,大学生兼职调查,39.144.39.248,121.412975,31.210195,上海市,1,MOBILE,Android,Chrome,360px*780px,,女,1,3,浙江省，温州市,是,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,寒暑假,3001?5000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,1,1,0,1,0,0,-1,校外,,,,,,,1,1,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,5,6,公平,,,,,,,1,1,1,1,1,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
380,7lO8K6gM,ve8QBNXM,Mo***er,2022-2-16 14:05,2022-2-16 14:10,272,1,NriUJr,大学生兼职调查,100.68.71.58,112.38024,26.958659,湖南省,4,MOBILE,Android,Chrome,393px*873px,,男,3,2,湖南省，衡阳市,是,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,周末,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,0,0,0,校内,1,1,1,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,一线城市,密切密切,5,5,存在较少不公平现象,,,,,,,0,0,1,0,0,0,1,0,基本没有帮助,,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
