,作答ID,用户ID,用户名,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请选择你的性别,学校以及学院,年级,选择你所在家乡城市,您大学期间是否进行过兼职（包括实习）（）？,您对兼职的态度：,据您观察，兼职的学生学业受影响的程度如何？,是否考虑过找一份兼职？,您认为寻找兼职的困难可能有-兼职信息太少??,您认为寻找兼职的困难可能有-中介机构收费太高,您认为寻找兼职的困难可能有-担心受骗,您认为寻找兼职的困难可能有-选项难以找到心仪的兼职岗位,您认为寻找兼职的困难可能有-其他,您倾向于哪些类型的兼职？-工资高的兼职,您倾向于哪些类型的兼职？-与专业贴近的兼职,您倾向于哪些类型的兼职？-锻炼个人能力的兼职,您倾向于哪些类型的兼职？-自由度高的兼职,您倾向于哪些类型的兼职？-其他,您倾向于何时兼职?,您预期的兼职月薪是？,您未选择去兼职的原因是？-以学业为重,您未选择去兼职的原因是？-没有时间精力,您未选择去兼职的原因是？-有明确的人生规划,您未选择去兼职的原因是？-认为兼职没有意义，得不到锻炼,您未选择去兼职的原因是？-不了解或不感兴趣,您从事过几份兼职？,您曾从事的兼职的类型是-家教,您曾从事的兼职的类型是-校内助教,您曾从事的兼职的类型是-服务行业（含：餐厅、书店等实体店工作）,您曾从事的兼职的类型是-推销代理,您曾从事的兼职的类型是-企业实习?,您曾从事的兼职的类型是-体力劳动,您曾从事的兼职的类型是-其他,您兼职的主要目的-赚取收入,您兼职的主要目的-锻炼能力,您兼职的主要目的-积累工作经验，为就业做准备,您兼职的主要目的-满足个人爱好（旅行、游戏、恋爱等,您兼职的主要目的-充实业余时间?????,您兼职的主要目的-其他,您获得兼职信息的途径：-线下海报或广告,您获得兼职信息的途径：-专门中介机构,您获得兼职信息的途径：-老师或同学介绍,您获得兼职信息的途径：-网络信息?,您获得兼职信息的途径：-主动向招聘方询问,您获得兼职信息的途径：-其他,您倾向于何时兼职?.1,您当时的兼职月薪是？,本题检测是否认真作答，你如何看待大学生就业形势,您有过哪些被骗经历-网络兼职陷阱（刷单、打字、APP试玩点赞等）,您有过哪些被骗经历-中介坑骗,您有过哪些被骗经历-虚假招聘信息,您有过哪些被骗经历-拖欠工资,您有过哪些被骗经历-其他方式被骗,您有过哪些被骗经历-无被骗经历,您受骗后采取的措施是什么,通过兼职您有哪些收获-专业水平,通过兼职您有哪些收获-常用技能,通过兼职您有哪些收获-沟通交流,通过兼职您有哪些收获-人情世故,通过兼职您有哪些收获-忍耐毅力,通过兼职您有哪些收获-职场经验,通过兼职您有哪些收获-其他,您的父母对于兼职的态度是什么样的？,校内与校外兼职，您倾向于哪个？,您在寻找校内兼职过程中遇到的困难有？-校内兼职机会少,您在寻找校内兼职过程中遇到的困难有？-校内兼职信息闭塞,您在寻找校内兼职过程中遇到的困难有？-校内兼职报酬低,您在寻找校内兼职过程中遇到的困难有？-没有心仪的兼职岗位,您在寻找校内兼职过程中遇到的困难有？-其他,校园内服务性兼职和科研或助教岗位您倾向于哪一个,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职机会少,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职信息闭塞,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职报酬低,11.3您在寻找校外兼职过程中遇到的困难有？-没有心仪的兼职岗位,11.3您在寻找校外兼职过程中遇到的困难有？-距离、时间等原因,11.3您在寻找校外兼职过程中遇到的困难有？-其他,校园外兼职岗位您倾向于哪一个,是否进行过或者准备进行企业实习？,您获取实习招聘信息的主要途径？（选1?3个）-学校推荐,您获取实习招聘信息的主要途径？（选1?3个）-自己找中介,您获取实习招聘信息的主要途径？（选1?3个）-学姐学长内推,您获取实习招聘信息的主要途径？（选1?3个）-教育机构内推,您获取实习招聘信息的主要途径？（选1?3个）-自己关注企业招聘信息,您获取实习招聘信息的主要途径？（选1?3个）-其他,您的实习时间是多久呢？,对于实习选择来讲，什么是您最看重的呢？,您实习的地点在？,您做实习工作与您的专业相关性是？,您认为您的实习的时间一般多久为宜呢？,对于实习来讲，什么是您相对看重的呢？？,您实习的地点更看重什么呢？,您希望您的实习工作与您的专业相关性是？,您觉得兼职对学业的影响程度是？,经历过兼职之后您对兼职的态度是？,您认为在您从事兼职的过程中受到的待遇是否公平？,您遇到过哪些不公平现象？-分配不均,您遇到过哪些不公平现象？-专业质疑,您遇到过哪些不公平现象？-抢功背锅,您遇到过哪些不公平现象？-加班压榨,您遇到过哪些不公平现象？-刁难排挤???,您遇到过哪些不公平现象？-其他,您遇到的兼职单位对大学生有些哪要求-性别要求,您遇到的兼职单位对大学生有些哪要求-专业要求,您遇到的兼职单位对大学生有些哪要求-技能要求?,您遇到的兼职单位对大学生有些哪要求-院校要求,您遇到的兼职单位对大学生有些哪要求-地区要求,您遇到的兼职单位对大学生有些哪要求-民族要求,您遇到的兼职单位对大学生有些哪要求-外貌要求,您遇到的兼职单位对大学生有些哪要求-其他要求,您认为兼职对以后的职业选择是否有帮助？,兼职后，对于以后职业选择的方向是,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供很多兼职信息??,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-设立了专门机构，规范校内外兼职招聘市场?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮助学生维护合法权益?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供许多校内的兼职岗位,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮忙联系实习单位?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-不了解,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-其他,在您看来，您的大学着重培养学生哪些方面的能力？-逻辑思维,在您看来，您的大学着重培养学生哪些方面的能力？-提升眼界,在您看来，您的大学着重培养学生哪些方面的能力？-专业知识,在您看来，您的大学着重培养学生哪些方面的能力？-专业技能应用,在您看来，您的大学着重培养学生哪些方面的能力？-德智体美劳全面发展,在您看来，您的大学着重培养学生哪些方面的能力？-其他,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业理论扎实,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业技能丰富,在您看来，招聘单位通常更青睐具备哪些特点的人才？-涉猎专业多元,在您看来，招聘单位通常更青睐具备哪些特点的人才？-较强的应变能力,您对未来工作的期望：
33,epD4x5Xe,G7XAG1jL,q**q**,2022-02-16 16:54:32,2022-02-16 16:59:23,291,1,NriUJr,大学生兼职调查,175.170.228.23,121.5844120,38.9344950,辽宁省,大连市,MOBILE,Android,Chrome,360px*800px,,女,东北财经大学统计学院,大四,辽宁省，大连市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,1,0,0,1,0,0,支持,校外,,,,,,,1,1,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,家乡城市,较多联系,6,4,无所谓,,,,,,,0,1,1,1,0,0,0,0,基本没有帮助,,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
34,MWWwwEXM,WMRqvPQe,黄*,2022-02-16 16:44:50,2022-02-16 16:48:40,230,1,NriUJr,大学生兼职调查,106.113.192.14,114.4745220,38.0571580,河北省,石家庄市,MOBILE,Android,weixin,360px*780px,,女,河北医科大学,研一,江苏省，南通市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,寒暑假,1001?2000元,非常不满意,1,0,0,1,0,0,寻求家长、老师帮助,0,1,1,1,1,0,0,支持,校外,,,,,,,0,1,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,学校所在城市,密切密切,6,7,存在较少不公平现象,,,,,,,0,1,1,0,1,0,1,0,很有帮助,正式职业不会选择少数做过的兼职,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
35,MDPxxQ9M,aMgk0dnM,我*猫呢,2022-02-16 16:43:07,2022-02-16 16:47:11,244,1,NriUJr,大学生兼职调查,106.7.184.52,115.9123500,28.7029400,江西省,南昌市,COMPUTER,Windows,Firefox,2277px*1280px,,男,北京科技大学 经济管理学院,大三,江西省，南昌市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,寒暑假,3001?5000元,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,0,0,支持,校外,,,,,,,0,0,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,1,0,1,0,一到二个月,实习条件和薪资待遇,家乡城市,较少联系,,,,,2,6,公平,,,,,,,0,0,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
36,LVJrrpZL,WLGm5WpM,做**赚钱钱,2022-02-16 16:37:48,2022-02-16 16:47:08,560,1,NriUJr,大学生兼职调查,112.47.71.123,118.3031970,25.3172890,福建省,泉州市,MOBILE,iOS,Apple WebKit,390px*844px,,女,福建农林大学金山学院,大三,福建省，泉州市,是,,,,,,,,,,,,,,,,,,,,,4-7份,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,寒暑假,1001?2000元,非常不满意,1,0,1,0,0,0,忍气吞声，自认倒霉,1,0,1,0,1,1,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,0,0,0,0,1,0,一个月,与专业的相关性,一线城市,较多联系,,,,,6,7,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,满足安全需要（工作稳定，很少有焦虑）
37,LVJrrRbL,DMxwxqKe,cdm****pDM3d,2022-02-16 16:41:45,2022-02-16 16:42:58,73,1,NriUJr,大学生兼职调查,219.130.233.24,113.2026200,23.1333800,广东省,佛山市,MOBILE,Android,Chrome,363px*797px,,女,华南师范大学,大二,广东省，佛山市,否,推荐,5,有过,1,0,1,0,0,1,1,0,0,0,周末,1001?2000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,满足安全需要（工作稳定，很少有焦虑）
38,LOyOOZXM,RMWwD6yM,cdm****EtoLf,2022-02-16 16:28:03,2022-02-16 16:33:06,303,1,NriUJr,大学生兼职调查,171.111.224.122,108.8291250,23.2247990,广西壮族自治区,南宁市,MOBILE,Android,weixin,360px*800px,,女,广西民族师范学院,大二,广西壮族自治区，南宁市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,寒暑假,1001?2000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,1,1,1,1,0,0,中立,校外,,,,,,,1,0,1,1,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,家乡城市,无所谓,4,5,存在较少不公平现象,,,,,,,1,0,1,0,0,0,0,0,基本没有帮助,,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,满足安全需要（工作稳定，很少有焦虑）
39,Lz9llG17,me3BzX9L,旧*依在,2022-02-16 16:21:08,2022-02-16 16:24:08,180,1,NriUJr,大学生兼职调查,218.26.159.112,112.5731850,37.8878800,山西省,太原市,MOBILE,Android,Chrome,424px*942px,,男,山西工商学院  计算机信息工程学院,大四,山西省，吕梁市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,周末,1001?2000元,非常不满意,0,0,0,0,0,1,,1,0,1,1,1,0,0,支持,校外,,,,,,,0,1,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,1,0,1,0,二到四个月,与专业的相关性,学校所在城市,较多联系,,,,,7,6,公平,,,,,,,0,1,1,0,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,满足自我实现需要（激发潜能，实现自己的价值）
40,en9gg4nL,9LQJr2ve,咖*咖*,2022-02-16 16:07:10,2022-02-16 16:11:23,253,1,NriUJr,大学生兼职调查,117.136.59.33,125.2095780,44.4232740,吉林省,长春市,MOBILE,Android,weixin,393px*873px,,女,北京师范大学心理学部,研一,吉林省，长春市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,工作日,1001?2000元,非常不满意,0,0,0,0,0,1,,1,1,1,1,0,0,0,中立,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,1,1,0,0,0,二到四个月,实习条件和薪资待遇,一线城市,较多联系,,,,,3,6,公平,,,,,,,0,1,1,1,0,0,0,0,很有帮助,正式职业不会选择绝大多数做过的兼职,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,满足安全需要（工作稳定，很少有焦虑）
41,MgErr4lL,5M2AVZ2e,Y*个歪,2022-02-16 16:07:30,2022-02-16 16:11:21,231,1,NriUJr,大学生兼职调查,180.112.250.160,120.2475810,31.5063850,江苏省,无锡市,COMPUTER,Mac OS X,Safari,1728px*1117px,,女,中国传媒大学音乐与录音艺术学院,大一,江苏省，无锡市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,寒暑假,1001?2000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,0,1,0,1,1,0,支持,校外,,,,,,,1,1,1,1,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,可以给出实习证明即可,学校所在城市,较多联系,5,5,存在较多不公平现象,1,0,0,1,1,0,0,1,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
42,MgErrPwL,4enRdK0e,cdm****x95H0,2022-02-16 16:07:04,2022-02-16 16:09:34,150,1,NriUJr,大学生兼职调查,111.3.7.131,120.7695990,30.7616190,浙江省,嘉兴市,MOBILE,Android,weixin,393px*873px,,女,长春电子科技学院,大一,浙江省，嘉兴市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,寒暑假,3001?5000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,1,1,0,1,1,0,支持,校内,1,1,0,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,家乡城市,较多联系,4,6,公平,,,,,,,0,0,1,0,0,0,0,0,很有帮助,正式职业之外可以继续保持该兼职,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,满足安全需要（工作稳定，很少有焦虑）
43,Mx2zzoQL,4engEjdM,鱼*,2022-02-16 15:59:17,2022-02-16 16:01:49,152,1,NriUJr,大学生兼职调查,113.214.206.174,120.5727334,30.8381421,浙江省,嘉兴市,MOBILE,iOS,weixin,375px*667px,,女,安徽大学 新闻传播学院,大三,浙江省，嘉兴市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,周末,501-1000元,非常不满意,0,0,0,0,0,1,,1,1,1,0,0,0,0,支持,校内,0,1,0,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,0,0,1,0,二到四个月,与专业的相关性,学校所在城市,较多联系,,,,,5,6,存在较少不公平现象,,,,,,,0,1,1,0,1,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
44,7lO88z4M,z7lO8KgM,cdm****7MS7B,2022-02-16 15:57:09,2022-02-16 15:59:38,149,1,NriUJr,大学生兼职调查,222.76.62.141,119.5500990,26.4905980,福建省,福州市,MOBILE,Android,weixin,412px*915px,,男,上海理工大学材料学院,大三,福建省，福州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,节假日,2001-3000 元,非常不满意,0,0,0,0,0,1,,1,0,1,0,1,0,0,支持,校内,1,0,1,1,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,1,0,0,0,一到二个月,实习条件和薪资待遇,一线城市,密切密切,,,,,5,5,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,满足基本生活需要（满足日常基本的衣食住行和睡眠）
45,e4BAAB17,veEABn9e,cdm****8TRBv,2022-02-16 15:53:35,2022-02-16 15:56:12,157,1,NriUJr,大学生兼职调查,112.17.245.86,120.5728130,30.8377320,浙江省,嘉兴市,MOBILE,Android,weixin,360px*780px,,女,浙江工商职业技术学院,大一,浙江省，湖州市,否,推荐,4,有过,1,1,1,1,0,1,0,1,1,0,寒暑假,2001-3000 元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,满足安全需要（工作稳定，很少有焦虑）
46,MgErrEJL,me3BdK2L,Pi***st,2022-02-16 15:52:08,2022-02-16 15:56:04,236,1,NriUJr,大学生兼职调查,111.121.46.150,106.6699500,26.5587600,贵州省,贵阳市,COMPUTER,Mac OS X,Safari,1728px*1117px,,男,贵州大学师范学院,研三,贵州省，贵阳市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,工作日,2001-3000 元,非常不满意,0,0,0,1,0,0,向相关部门投诉,1,1,1,1,1,1,0,支持,校外,,,,,,,0,0,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,1,0,1,0,0,四到六个月,实习条件和薪资待遇,家乡城市,较多联系,,,,,5,6,存在较少不公平现象,,,,,,,0,1,1,1,1,0,0,0,很有帮助,正式职业不会选择绝大多数做过的兼职,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
47,LwPDrnqe,z7AKgYre,cdm****38UEZ,2022-02-16 15:26:58,2022-02-16 15:33:46,408,1,NriUJr,大学生兼职调查,183.198.83.202,114.6791655,37.5662055,河北省,石家庄市,MOBILE,iOS,weixin,390px*844px,,女,首都师范大学心理学院,研一,河北省，石家庄市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,周末,500元及以下,非常不满意,0,1,0,0,0,0,忍气吞声，自认倒霉,0,0,0,1,1,0,0,中立,校内,1,0,1,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,一线城市,密切密切,5,5,存在较少不公平现象,,,,,,,0,1,1,0,1,0,0,0,有一点帮助,正式职业之外可以继续保持该兼职,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
48,L0mDPWye,DMxz9z5L,T**.J,2022-02-16 15:21:13,2022-02-16 15:25:48,275,1,NriUJr,大学生兼职调查,111.37.250.103,121.3102721,37.5349505,山东省,烟台市,MOBILE,iOS,weixin,390px*844px,,女,烟台大学法学院,研三,山东省，烟台市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,工作日,1001?2000元,非常不满意,0,0,0,0,0,1,,1,0,1,1,0,1,0,支持,校外,,,,,,,0,1,0,0,1,0,时间短暂来钱快上手快的兼职,进行过,0,0,1,0,0,0,大于六个月,与专业的相关性,学校所在城市,密切密切,,,,,5,5,公平,,,,,,,1,1,1,0,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,满足基本生活需要（满足日常基本的衣食住行和睡眠）
49,e8YAGwgM,o7jJzyO7,小*饼干,2022-02-16 15:20:26,2022-02-16 15:24:00,214,1,NriUJr,大学生兼职调查,119.51.167.55,125.2963020,43.8612920,吉林省,长春市,MOBILE,iOS,Apple WebKit,414px*736px,,女,东北师范大学心理学院,研二,吉林省，长春市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,寒暑假,501-1000元,非常不满意,0,0,0,0,0,1,,0,1,0,0,0,0,0,支持,校外,,,,,,,0,0,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,一线城市,较多联系,7,6,公平,,,,,,,1,1,1,0,0,0,0,0,基本没有帮助,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
50,Lz9lQO87,J7qpZZ2M,就**栗子,2022-02-16 15:08:45,2022-02-16 15:16:22,457,1,NriUJr,大学生兼职调查,60.180.22.179,120.5338490,27.8192490,浙江省,温州市,MOBILE,Android,weixin,360px*780px,,女,中国计量大学,大二,浙江省，温州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,寒暑假,1001?2000元,非常不满意,0,0,0,0,0,1,,0,1,1,1,1,0,0,中立,校内,1,0,1,1,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,一线城市,较多联系,4,4,存在较多不公平现象,1,0,1,0,0,0,0,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,满足自我实现需要（激发潜能，实现自己的价值）
51,en9gRyWL,p7YXrZMa,斑*生活,2022-02-16 15:05:20,2022-02-16 15:09:24,244,1,NriUJr,大学生兼职调查,223.104.13.6,114.5428520,38.0043360,河北省,石家庄市,MOBILE,Android,Chrome,360px*780px,,女,中国政法大学民商经济法学院,大三,河北省，石家庄市,是,,,,,,,,,,,,,,,,,,,,,4-7份,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,周末,1001?2000元,非常不满意,1,0,0,1,0,0,向相关部门投诉,0,1,1,0,0,1,0,支持,校内,1,0,1,0,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,进行过,1,0,0,0,1,0,二到四个月,公司层次和品牌形象,一线城市,较多联系,,,,,6,5,存在较少不公平现象,,,,,,,0,1,0,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,受到尊重（工作体面有尊严
52,ebqmRQXL,kMrnPApM,小H***出门???,2022-02-16 15:05:53,2022-02-16 15:08:26,153,1,NriUJr,大学生兼职调查,223.104.247.75,120.7932180,28.0308180,浙江省,温州市,MOBILE,Android,Chrome,360px*760px,,女,嘉兴南湖学院,大三,浙江省，温州市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,工作日,500元及以下,非常不满意,0,0,0,0,0,1,,0,1,1,1,1,0,0,中立,校内,1,1,0,0,0,助教、科研、实验室助手等?,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,4,5,存在较少不公平现象,,,,,,,0,1,1,1,1,0,0,0,有一点帮助,正式职业之外可以继续保持该兼职,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,满足自我实现需要（激发潜能，实现自己的价值）
53,MZqyNmne,5LwoBy9L,吴*浩,2022-02-16 15:03:42,2022-02-16 15:08:24,282,1,NriUJr,大学生兼职调查,113.128.48.195,117.1415450,36.6628710,山东省,济南市,COMPUTER,Windows,Chrome,1536px*864px,,男,山东农业大学信息科学与工程学院,大四,山东省，淄博市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,寒暑假,2001-3000 元,非常不满意,0,0,0,0,1,0,向相关部门投诉,1,1,1,0,0,1,0,支持,校外,,,,,,,0,0,1,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,0,0,1,0,1,1,二到四个月,与专业的相关性,其他城市,密切密切,,,,,6,7,存在较少不公平现象,,,,,,,0,0,1,1,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
54,M28AG3lL,aMgr2Bke,cdm****pRfHV,2022-02-16 14:38:17,2022-02-16 14:47:02,525,1,NriUJr,大学生兼职调查,223.73.88.185,113.1567770,23.1447180,广东省,佛山市,MOBILE,Android,weixin,360px*780px,,男,中山大学物理与天文学院,大三,广东省，广州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,寒暑假,3001?5000元,非常不满意,0,0,0,0,0,1,,0,0,1,1,0,0,0,中立,校内,1,1,0,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,一线城市,较多联系,3,6,存在较少不公平现象,,,,,,,1,1,0,0,1,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
55,M6BPG18M,nePOj8XL,天*了,2022-02-16 14:36:06,2022-02-16 14:41:37,331,1,NriUJr,大学生兼职调查,59.56.179.200,119.2804000,26.0610000,福建省,福州市,MOBILE,Android,weixin,360px*780px,,女,福建江夏学院工商管理学院,大四,福建省，福州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,寒暑假,1001?2000元,非常不满意,0,0,0,0,0,1,,0,1,0,1,0,1,0,中立,校内,1,0,0,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,1,0,0,1,0,二到四个月,与专业的相关性,家乡城市,密切密切,,,,,5,5,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,满足安全需要（工作稳定，很少有焦虑）
56,LVJrN6pL,Bep5W63M,cdm****GUqwA,2022-02-16 14:38:14,2022-02-16 14:41:09,175,1,NriUJr,大学生兼职调查,117.136.31.208,113.0202700,23.1715550,广东省,佛山市,MOBILE,Android,weixin,360px*780px,,女,西南民族大学，经济学院,大三,广东省，佛山市,否,无所谓,5,有过,1,1,1,1,0,1,1,1,1,0,周末,2001-3000 元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
