,作答ID,用户ID,用户名,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请选择你的性别,学校以及学院,年级,选择你所在家乡城市,您大学期间是否进行过兼职（包括实习）（）？,您对兼职的态度：,据您观察，兼职的学生学业受影响的程度如何？,是否考虑过找一份兼职？,您认为寻找兼职的困难可能有-兼职信息太少??,您认为寻找兼职的困难可能有-中介机构收费太高,您认为寻找兼职的困难可能有-担心受骗,您认为寻找兼职的困难可能有-选项难以找到心仪的兼职岗位,您认为寻找兼职的困难可能有-其他,您倾向于哪些类型的兼职？-工资高的兼职,您倾向于哪些类型的兼职？-与专业贴近的兼职,您倾向于哪些类型的兼职？-锻炼个人能力的兼职,您倾向于哪些类型的兼职？-自由度高的兼职,您倾向于哪些类型的兼职？-其他,您倾向于何时兼职?,您预期的兼职月薪是？,您未选择去兼职的原因是？-以学业为重,您未选择去兼职的原因是？-没有时间精力,您未选择去兼职的原因是？-有明确的人生规划,您未选择去兼职的原因是？-认为兼职没有意义，得不到锻炼,您未选择去兼职的原因是？-不了解或不感兴趣,您从事过几份兼职？,您曾从事的兼职的类型是-家教,您曾从事的兼职的类型是-校内助教,您曾从事的兼职的类型是-服务行业（含：餐厅、书店等实体店工作）,您曾从事的兼职的类型是-推销代理,您曾从事的兼职的类型是-企业实习?,您曾从事的兼职的类型是-体力劳动,您曾从事的兼职的类型是-其他,您兼职的主要目的-赚取收入,您兼职的主要目的-锻炼能力,您兼职的主要目的-积累工作经验，为就业做准备,您兼职的主要目的-满足个人爱好（旅行、游戏、恋爱等,您兼职的主要目的-充实业余时间?????,您兼职的主要目的-其他,您获得兼职信息的途径：-线下海报或广告,您获得兼职信息的途径：-专门中介机构,您获得兼职信息的途径：-老师或同学介绍,您获得兼职信息的途径：-网络信息?,您获得兼职信息的途径：-主动向招聘方询问,您获得兼职信息的途径：-其他,您倾向于何时兼职?.1,您当时的兼职月薪是？,本题检测是否认真作答，你如何看待大学生就业形势,您有过哪些被骗经历-网络兼职陷阱（刷单、打字、APP试玩点赞等）,您有过哪些被骗经历-中介坑骗,您有过哪些被骗经历-虚假招聘信息,您有过哪些被骗经历-拖欠工资,您有过哪些被骗经历-其他方式被骗,您有过哪些被骗经历-无被骗经历,您受骗后采取的措施是什么,通过兼职您有哪些收获-专业水平,通过兼职您有哪些收获-常用技能,通过兼职您有哪些收获-沟通交流,通过兼职您有哪些收获-人情世故,通过兼职您有哪些收获-忍耐毅力,通过兼职您有哪些收获-职场经验,通过兼职您有哪些收获-其他,您的父母对于兼职的态度是什么样的？,校内与校外兼职，您倾向于哪个？,您在寻找校内兼职过程中遇到的困难有？-校内兼职机会少,您在寻找校内兼职过程中遇到的困难有？-校内兼职信息闭塞,您在寻找校内兼职过程中遇到的困难有？-校内兼职报酬低,您在寻找校内兼职过程中遇到的困难有？-没有心仪的兼职岗位,您在寻找校内兼职过程中遇到的困难有？-其他,校园内服务性兼职和科研或助教岗位您倾向于哪一个,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职机会少,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职信息闭塞,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职报酬低,11.3您在寻找校外兼职过程中遇到的困难有？-没有心仪的兼职岗位,11.3您在寻找校外兼职过程中遇到的困难有？-距离、时间等原因,11.3您在寻找校外兼职过程中遇到的困难有？-其他,校园外兼职岗位您倾向于哪一个,是否进行过或者准备进行企业实习？,您获取实习招聘信息的主要途径？（选1?3个）-学校推荐,您获取实习招聘信息的主要途径？（选1?3个）-自己找中介,您获取实习招聘信息的主要途径？（选1?3个）-学姐学长内推,您获取实习招聘信息的主要途径？（选1?3个）-教育机构内推,您获取实习招聘信息的主要途径？（选1?3个）-自己关注企业招聘信息,您获取实习招聘信息的主要途径？（选1?3个）-其他,您的实习时间是多久呢？,对于实习选择来讲，什么是您最看重的呢？,您实习的地点在？,您做实习工作与您的专业相关性是？,您认为您的实习的时间一般多久为宜呢？,对于实习来讲，什么是您相对看重的呢？？,您实习的地点更看重什么呢？,您希望您的实习工作与您的专业相关性是？,您觉得兼职对学业的影响程度是？,经历过兼职之后您对兼职的态度是？,您认为在您从事兼职的过程中受到的待遇是否公平？,您遇到过哪些不公平现象？-分配不均,您遇到过哪些不公平现象？-专业质疑,您遇到过哪些不公平现象？-抢功背锅,您遇到过哪些不公平现象？-加班压榨,您遇到过哪些不公平现象？-刁难排挤???,您遇到过哪些不公平现象？-其他,您遇到的兼职单位对大学生有些哪要求-性别要求,您遇到的兼职单位对大学生有些哪要求-专业要求,您遇到的兼职单位对大学生有些哪要求-技能要求?,您遇到的兼职单位对大学生有些哪要求-院校要求,您遇到的兼职单位对大学生有些哪要求-地区要求,您遇到的兼职单位对大学生有些哪要求-民族要求,您遇到的兼职单位对大学生有些哪要求-外貌要求,您遇到的兼职单位对大学生有些哪要求-其他要求,您认为兼职对以后的职业选择是否有帮助？,兼职后，对于以后职业选择的方向是,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供很多兼职信息??,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-设立了专门机构，规范校内外兼职招聘市场?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮助学生维护合法权益?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供许多校内的兼职岗位,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮忙联系实习单位?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-不了解,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-其他,在您看来，您的大学着重培养学生哪些方面的能力？-逻辑思维,在您看来，您的大学着重培养学生哪些方面的能力？-提升眼界,在您看来，您的大学着重培养学生哪些方面的能力？-专业知识,在您看来，您的大学着重培养学生哪些方面的能力？-专业技能应用,在您看来，您的大学着重培养学生哪些方面的能力？-德智体美劳全面发展,在您看来，您的大学着重培养学生哪些方面的能力？-其他,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业理论扎实,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业技能丰富,在您看来，招聘单位通常更青睐具备哪些特点的人才？-涉猎专业多元,在您看来，招聘单位通常更青睐具备哪些特点的人才？-较强的应变能力,您对未来工作的期望：
33,LVJrNAbL,WMR6lPKM,粗*,2022-02-16 14:46:07,2022-02-16 15:11:49,1542,1,NriUJr,大学生兼职调查,171.106.199.82,109.5986040,23.0991790,广西壮族自治区,贵港市,MOBILE,Android,Chrome,393px*873px,,女,东北师范大学经管学院,大一,广西壮族自治区，贵港市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,寒暑假,2001-3000 元,非常不满意,0,0,1,0,0,0,向相关部门投诉,0,1,1,1,1,1,0,支持,校外,,,,,,,1,0,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,其他城市,密切密切,5,6,存在较少不公平现象,,,,,,,0,0,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,满足自我实现需要（激发潜能，实现自己的价值）
34,LGBArKN7,xMo2Wm0e,安*?,2022-02-16 15:05:24,2022-02-16 15:10:04,280,1,NriUJr,大学生兼职调查,112.114.96.59,100.0797400,23.8878700,云南省,临沧市,MOBILE,Android,Chrome,360px*800px,,男,临沧技师学院,大二,云南省，临沧市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,周末,2001-3000 元,非常不满意,1,0,0,0,0,0,向相关部门投诉,0,0,1,0,1,0,0,中立,校外,,,,,,,0,1,1,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,四到六个月,实习条件和薪资待遇,一线城市,较多联系,5,7,存在较少不公平现象,,,,,,,1,1,0,0,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
35,ekqyp8Q7,xebRXVde,cdm****KCt3r,2022-02-16 14:57:35,2022-02-16 15:05:47,492,1,NriUJr,大学生兼职调查,123.178.171.130,107.3569430,40.7504580,内蒙古自治区,巴彦淖尔市,MOBILE,Android,weixin,360px*792px,,女,中南大学商学院,大三,内蒙古自治区，巴彦淖尔市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,1,0,支持,校外,,,,,,,0,1,0,1,1,0,时间短暂来钱快上手快的兼职,进行过,1,1,0,0,1,0,一到二个月,实习条件和薪资待遇,一线城市,较多联系,,,,,5,5,存在较多不公平现象,1,0,0,1,0,0,0,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
36,M1KA5pQL,J7qdWD5M,An***logy,2022-02-16 14:46:18,2022-02-16 14:49:13,175,1,NriUJr,大学生兼职调查,42.93.180.91,104.6237600,35.5782200,甘肃省,定西市,MOBILE,Android,Chrome,360px*800px,,女,西北师范大学商学院,大三,甘肃省，定西市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,周末,2001-3000 元,非常不满意,1,0,0,0,0,0,向相关部门投诉,0,1,1,1,0,0,0,中立,校外,,,,,,,1,1,0,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,家乡城市,较多联系,6,6,公平,,,,,,,1,0,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,满足安全需要（工作稳定，很少有焦虑）
37,eyPbkVnL,xModRlB7,****,2022-02-16 14:26:50,2022-02-16 14:32:29,339,1,NriUJr,大学生兼职调查,223.104.14.120,113.2611890,39.1868770,山西省,忻州市,MOBILE,Android,weixin,360px*800px,,女,太原师范学院,大三,山西省，太原市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,节假日,501-1000元,非常不满意,1,0,0,1,0,0,忍气吞声，自认倒霉,0,0,1,0,0,1,0,支持,校内,1,0,1,0,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,进行过,0,1,0,1,0,0,一个月,实习条件和薪资待遇,学校所在城市,较多联系,,,,,5,5,存在较少不公平现象,,,,,,,0,0,1,1,0,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,满足安全需要（工作稳定，很少有焦虑）
38,7aQnzQb7,yevXqGQ7,cdm****9wPPW,2022-02-16 14:17:24,2022-02-16 14:19:21,117,1,NriUJr,大学生兼职调查,111.25.135.148,123.5082050,43.5096310,吉林省,四平市,MOBILE,Android,weixin,320px*664px,,女,吉林师范大学,大三,吉林省，四平市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,周末,500元及以下,非常不满意,0,1,0,0,0,0,忍气吞声，自认倒霉,0,0,0,1,0,0,0,中立,校内,1,0,0,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一个月,与专业的相关性,学校所在城市,密切密切,4,6,公平,,,,,,,1,1,1,1,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,满足自我实现需要（激发潜能，实现自己的价值）
39,MdP1ANWM,qM6PVyBL,**,2022-02-16 14:05:59,2022-02-16 14:09:56,237,1,NriUJr,大学生兼职调查,117.140.122.161,108.0411180,24.6970630,广西壮族自治区,河池市,MOBILE,Android,weixin,360px*800px,,女,北京师范大学政府管理学院,大一,广西壮族自治区，河池市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,周末,1001?2000元,非常不满意,1,0,0,0,0,0,向相关部门投诉,0,0,1,1,1,0,0,支持,校内,1,1,1,0,0,助教、科研、实验室助手等?,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,4,6,公平,,,,,,,1,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
40,ev9lJkQL,z7AKxlye,cdm****1DzmE,2022-02-16 13:57:38,2022-02-16 13:59:37,119,1,NriUJr,大学生兼职调查,182.202.169.15,124.1273400,41.2925200,辽宁省,本溪市,MOBILE,Android,Chrome,360px*800px,,女,沈阳农业大学经理管理学院,研一,辽宁省，沈阳市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,节假日,3001?5000元,非常不满意,0,0,0,0,0,1,,0,0,1,0,1,0,0,中立,校外,,,,,,,1,1,1,0,0,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较少联系,5,6,公平,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,满足基本生活需要（满足日常基本的衣食住行和睡眠）
41,7YpQabxM,pLzlAQ8M,菲*,2022-02-16 13:50:34,2022-02-16 13:52:18,104,1,NriUJr,大学生兼职调查,171.14.78.205,115.3886850,36.0336730,河南省,濮阳市,MOBILE,Android,Chrome,360px*800px,,女,南阳师范学院音乐学院,大一,河南省，濮阳市,否,推荐,4,有过,0,0,1,0,0,0,1,0,1,0,周末,501-1000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,满足自我实现需要（激发潜能，实现自己的价值）
42,Lz9l1Oz7,J7qdJOgM,爱吃***的猫咪,2022-02-16 13:46:07,2022-02-16 13:50:56,289,1,NriUJr,大学生兼职调查,111.18.213.54,109.6722300,37.1562310,陕西省,延安市,MOBILE,Android,weixin,360px*780px,,女,陕西师范大学计算机科学学院,大一,陕西省，延安市,否,推荐,3,有过,1,0,1,1,0,0,1,1,0,0,寒暑假,1001?2000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
43,7XAkPm5L,z7APwqDM,cdm****sYJ2B,2022-02-16 13:40:58,2022-02-16 13:45:31,273,1,NriUJr,大学生兼职调查,182.106.68.48,113.8365430,27.6297903,江西省,萍乡市,MOBILE,iOS,weixin,390px*844px,,女,中南财经政法大学,大四,江西省，萍乡市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,周末,501-1000元,非常不满意,0,0,0,0,0,1,,1,0,1,1,0,1,0,支持,校外,,,,,,,1,0,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,0,1,1,0,1,0,二到四个月,与专业的相关性,一线城市,较多联系,,,,,5,7,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
44,7j9QJvlM,o7jB15n7,O*,2022-02-16 13:38:18,2022-02-16 13:44:06,348,1,NriUJr,大学生兼职调查,223.104.106.178,110.8720110,34.5253250,河南省,三门峡市,MOBILE,iOS,Apple WebKit,414px*896px,,女,湖南师范大学 教育学院,大四,浙江省，台州市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,寒暑假,500元及以下,非常不满意,1,0,1,0,0,0,寻求家长、老师帮助,1,1,1,1,0,0,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,1,1,0,0,一个月,实习条件和薪资待遇,家乡城市,较多联系,,,,,6,5,存在较少不公平现象,,,,,,,1,1,1,1,0,0,0,0,很有帮助,正式职业之外可以继续保持该兼职,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,满足安全需要（工作稳定，很少有焦虑）
45,M1KAXxBL,qM6jrAxM,cdm****6qYZF,2022-02-16 13:35:28,2022-02-16 13:43:34,486,1,NriUJr,大学生兼职调查,183.222.148.206,105.5756700,30.4668000,四川省,遂宁市,COMPUTER,Windows,Chrome,1536px*864px,,男,成都大学音乐学院,大三,四川省，成都市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,周末,1001?2000元,非常不满意,1,0,1,1,0,0,忍气吞声，自认倒霉,0,1,1,1,0,1,0,支持,校外,,,,,,,1,0,1,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,学校所在城市,较多联系,5,6,存在较少不公平现象,,,,,,,1,1,1,0,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
46,7AxOD3yM,JekyP1z7,cdm****3KPlT,2022-02-16 13:37:58,2022-02-16 13:41:39,221,1,NriUJr,大学生兼职调查,182.114.64.95,110.8664944,34.5267139,河南省,三门峡市,MOBILE,iOS,weixin,375px*667px,,女,河南师范大学 外国语学院,大四,河南省，三门峡市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,周末,1001?2000元,非常不满意,0,0,1,1,0,0,寻求家长、老师帮助,1,1,1,1,1,1,0,支持,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,0,1,1,0,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,,,,,6,6,存在较少不公平现象,,,,,,,1,1,1,1,0,0,0,0,很有帮助,正式职业之外可以继续保持该兼职,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,满足安全需要（工作稳定，很少有焦虑）
47,Mo12J40L,RMW5rZrL,闪舞***@婷@,2022-02-16 13:26:54,2022-02-16 13:40:05,791,1,NriUJr,大学生兼职调查,117.136.91.127,113.2817100,35.7706250,山西省,晋城市,MOBILE,Android,weixin,360px*770px,,女,运城学院 数学与信息技术学院,大三,山西省，吕梁市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,寒暑假,501-1000元,非常不满意,0,0,0,0,0,1,,1,0,0,0,1,1,0,支持,校内,1,0,1,1,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,0,1,0,0,一个月,与专业的相关性,一线城市,密切密切,,,,,6,6,公平,,,,,,,0,1,1,1,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
48,M9X0gQre,J7qzWn6L,cdm****yE871,2022-02-16 13:33:47,2022-02-16 13:39:58,371,1,NriUJr,大学生兼职调查,10.200.135.22,122.2464310,43.6371460,内蒙古自治区,通辽市,MOBILE,Android,weixin,360px*796px,,男,西安建筑科技大学资源工程,大三,内蒙古自治区，通辽市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,周末,500元及以下,非常不满意,0,0,0,1,0,0,忍气吞声，自认倒霉,0,0,1,1,1,0,0,支持,校外,,,,,,,1,1,1,1,0,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,5,5,存在较少不公平现象,,,,,,,1,0,0,1,0,0,1,1,有一点帮助,正式职业不会选择少数做过的兼职,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
49,en9gJGBL,QL0DogRL,cdm****nU1Y4,2022-02-16 13:32:04,2022-02-16 13:36:28,264,1,NriUJr,大学生兼职调查,1.70.162.50,112.3878960,39.3009270,山西省,朔州市,MOBILE,Android,weixin,360px*780px,,男,山西卫生健康职业学院,大一,山西省，朔州市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,寒暑假,2001-3000 元,非常不满意,1,0,0,1,0,0,忍气吞声，自认倒霉,0,1,1,0,0,0,0,支持,校外,,,,,,,0,0,1,1,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,4,4,存在较少不公平现象,,,,,,,1,0,1,0,0,0,1,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
50,7aQnpn67,5LmqgGKL,cdm****4TA85,2022-02-16 13:33:41,2022-02-16 13:36:03,142,1,NriUJr,大学生兼职调查,123.101.125.174,115.2185000,35.5268320,河南省,濮阳市,MOBILE,Android,Chrome,393px*873px,,女,河南师范大学环境学院,大一,河南省，濮阳市,否,推荐,3,有过,0,0,1,1,0,0,0,1,1,0,周末,501-1000元,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常不满意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,满足基本生活需要（满足日常基本的衣食住行和睡眠）
51,epD4JGNe,xMo0Azd7,王*,2022-02-16 13:31:04,2022-02-16 13:34:02,178,1,NriUJr,大学生兼职调查,124.164.199.63,112.8640540,35.6441780,山西省,晋城市,MOBILE,Android,Chrome,393px*873px,,男,晋城职业技术学院,大三,山西省，晋城市,是,,,,,,,,,,,,,,,,,,,,,2-3份,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,周末,501-1000元,非常不满意,0,1,1,1,0,0,向相关部门投诉,1,1,1,1,1,1,0,支持,校外,,,,,,,0,1,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,1,1,0,0,大于六个月,实习条件和薪资待遇,一线城市,较多联系,,,,,6,6,公平,,,,,,,0,1,1,0,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
52,L0mDYKme,xLVo2EZe,**,2022-02-16 13:27:04,2022-02-16 13:31:19,255,1,NriUJr,大学生兼职调查,60.165.73.178,106.5971550,35.6572630,甘肃省,平凉市,MOBILE,Android,weixin,360px*780px,,女,北京理工大学 工商管理,大二,河南省，安阳市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,寒暑假,3001?5000元,非常不满意,1,0,0,0,0,0,向相关部门投诉,0,1,1,1,0,0,0,支持,校外,,,,,,,0,1,0,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,5,5,存在较少不公平现象,,,,,,,1,1,1,0,0,0,0,0,很有帮助,正式职业不会选择少数做过的兼职,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,满足安全需要（工作稳定，很少有焦虑）
53,e8YAqPBM,5Lmqn5DL,**,2022-02-16 13:25:48,2022-02-16 13:30:17,269,1,NriUJr,大学生兼职调查,125.40.210.89,115.0364210,35.7987550,河南省,濮阳市,MOBILE,Android,weixin,360px*770px,,女,太原理工大学艺术学院,大二,河南省，濮阳市,是,,,,,,,,,,,,,,,,,,,,,2-3份,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,寒暑假,2001-3000 元,非常不满意,0,0,1,0,0,0,忍气吞声，自认倒霉,0,0,1,1,1,0,0,支持,校外,,,,,,,1,0,1,1,0,0,实习、研发等与专业相关、有一定难度的兼职?,暂时没有打算,,,,,,,,,,,,,,,5,5,存在较少不公平现象,,,,,,,0,0,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,满足自我实现需要（激发潜能，实现自己的价值）
54,Mr5nJA6e,Jekz9QQL,cdm****pccXo,2022-02-16 13:22:57,2022-02-16 13:28:26,329,1,NriUJr,大学生兼职调查,223.104.197.45,112.9708560,39.0729940,山西省,忻州市,MOBILE,Android,Chrome,360px*780px,,男,哈尔滨铁道职业技术学院 铁道建筑学院,大三,山西省，忻州市,是,,,,,,,,,,,,,,,,,,,,,1份,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,工作日,2001-3000 元,非常不满意,1,1,0,0,1,0,寻求家长、老师帮助,1,1,1,1,0,0,0,支持,校内,1,0,1,1,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,进行过,1,0,1,0,1,0,二到四个月,公司层次和品牌形象,一线城市,较多联系,,,,,6,7,公平,,,,,,,1,1,1,0,1,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,满足安全需要（工作稳定，很少有焦虑）
55,MRD6av5L,kM1RZW27,柳*,2022-02-16 13:25:48,2022-02-16 13:27:42,114,1,NriUJr,大学生兼职调查,183.200.131.144,112.4334280,35.5511420,山西省,晋城市,MOBILE,Android,Chrome,360px*800px,,男,山西财经大学会计学院,大三,山西省，晋城市,是,,,,,,,,,,,,,,,,,,,,,1份,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,工作日,501-1000元,非常不满意,0,1,1,1,0,0,向相关部门投诉,1,1,0,1,1,0,0,支持,校内,1,0,1,1,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,进行过,1,0,1,0,1,0,四到六个月,实习条件和薪资待遇,学校所在城市,密切密切,,,,,6,5,存在较少不公平现象,,,,,,,1,1,0,1,0,0,0,0,很有帮助,正式职业不会选择绝大多数做过的兼职,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
